line;met;real;feet;feet_number;meter_quality;line_n;title;author;meter_nuber
And so are you.;-+-+;-+-+;And so |are you.;;iambic;4;Roses Are Red(1784?);Anonymous;dimeter
Sa brina fair,                     ;-+-+;-+-+;Sa brin|a fair,                     ;;iambic;1;Sabrina Fair (Comus 1-8 32-63)(1634);John Milton;dimeter
List en where thou art sit                     ting                 ;-+-+-+;+--+-+-;List en |where thou |art sit                     ting                 ;trimeter;iambic;2;Sabrina Fair (Comus 1-8 32-63)(1634);John Milton;
Und er the glas                 sie, cool, trans lucent wave,                 ;-+-+-+-+-+;+--+-+-+-+;Und er |the glas                 |sie, cool, |trans lu|cent wave,                 ;pentameter;iambic;3;Sabrina Fair (Comus 1-8 32-63)(1634);John Milton;
In twi                 sted braids of Lil                 lies knit                 ting             ;-+-+-+-+;-+-+-+-+-;In twi                 |sted braids |of Lil                 |lies knit                 ting             ;tetrameter;iambic;4;Sabrina Fair (Comus 1-8 32-63)(1634);John Milton;
The loose train of thy am             ber -drop         ping hair,         ;-+-+-+-+-+;-++--+-+-+;The loose |train of |thy am             |ber -drop         |ping hair,         ;pentameter;iambic;5;Sabrina Fair (Comus 1-8 32-63)(1634);John Milton;
Lis         ten for dear hon         our's sake,         ;-+-+-+-+;+--++-+;Lis         |ten for |dear hon         |our's sake,         ;tetrameter;iambic;6;Sabrina Fair (Comus 1-8 32-63)(1634);John Milton;
God         dess of the sil         ver lake,         ;-+-+-+-+;+-+-+-+;God         |dess of |the sil         |ver lake,         ;tetrameter;iambic;7;Sabrina Fair (Comus 1-8 32-63)(1634);John Milton;
Lis ten and save.         ;-+-+;+--+;Lis ten |and save.         ;;iambic;8;Sabrina Fair (Comus 1-8 32-63)(1634);John Milton;dimeter
By the rush         y- fring     èd bank,     ;-+-+-+-+;+-+-+-+;By |the rush         |y- fring     |èd bank,     ;tetrameter;iambic;9;Sabrina Fair (Comus 1-8 32-63)(1634);John Milton;
Where grows the Will     ow and the Osier dank,     ;-+-+-+-+-+;-+-+-+-+-+;Where grows |the Will     |ow and |the Os|ier dank,     ;pentameter;iambic;10;Sabrina Fair (Comus 1-8 32-63)(1634);John Milton;
My slid     ing Char     i ot stayes, ;-+-+-+;-+-+--+;My slid     |ing Char     |i ot stayes, ;trimeter;iambic;11;Sabrina Fair (Comus 1-8 32-63)(1634);John Milton;
Thick set with  Agat, and the az ure sheen ;-+-+-+-+-+;++-+---+-+;Thick set |with  A|gat, and |the az |ure sheen ;pentameter;iambic;12;Sabrina Fair (Comus 1-8 32-63)(1634);John Milton;
Of Turk is blew, and Em rauld green, ;-+-+-+-+;-+-+-+-+;Of Turk |is blew, |and Em |rauld green, ;tetrameter;iambic;13;Sabrina Fair (Comus 1-8 32-63)(1634);John Milton;
"That in the chan nell strayes; ";-+-+-+;-+-+-+;"That in |the chan |nell strayes; ";trimeter;iambic;14;Sabrina Fair (Comus 1-8 32-63)(1634);John Milton;
Whilst from off  the wat ers fleet ;-+-+-+;+-+-+-+;Whilst |from off  |the wat |ers fleet ;tetrameter;iambic;15;Sabrina Fair (Comus 1-8 32-63)(1634);John Milton;
Thus I set my print less feet ;-+-+-+-+;+-+-+-+;Thus |I set |my print |less feet ;tetrameter;iambic;16;Sabrina Fair (Comus 1-8 32-63)(1634);John Milton;
O'er the Cow slip's Vel vet head, ;-+-+;+-+-+-+;O'er |the Cow |slip's Vel |vet head, ;tetrameter;iambic;17;Sabrina Fair (Comus 1-8 32-63)(1634);John Milton;
That bends not as I tread, ;-+-+-+;-++--+;That bends |not as |I tread, ;trimeter;iambic;18;Sabrina Fair (Comus 1-8 32-63)(1634);John Milton;
Gen tle swain at thy re quest ;-+-+-+-+;+-+-+-+;Gen |tle swain |at thy |re quest ;tetrameter;iambic;19;Sabrina Fair (Comus 1-8 32-63)(1634);John Milton;
I am here. ;-+-+;+-+;I |am here. ;;iambic;20;Sabrina Fair (Comus 1-8 32-63)(1634);John Milton;dimeter
She dotes on what the wild birds say;-+-+-+-+;-+-+-+++|-+---+++;She dotes |on what |the wild |birds say;tetrameter;iambic;1;She Dotes on What the Wild Birds Say(1915);Edward Thomas;
Or hint or mock at, night and day,--;-+-+-+-+;-+-+-+-+;Or hint |or mock |at, night |and day,--;tetrameter;iambic;2;She Dotes on What the Wild Birds Say(1915);Edward Thomas;
Thrush, blackbird, all that sing in May;-+-+-+-+;++-+-+-+;Thrush, black|bird, all |that sing |in May;tetrameter;iambic;3;She Dotes on What the Wild Birds Say(1915);Edward Thomas;
And songless plover,;-+-+;-+-+-;And song|less plover,;;iambic;4;She Dotes on What the Wild Birds Say(1915);Edward Thomas;dimeter
Hawk, heron, owl, and woodpecker.;-+-+-+-+;++-+-+-+;Hawk, her|on, owl, |and wood|pecker.;tetrameter;iambic;5;She Dotes on What the Wild Birds Say(1915);Edward Thomas;
They never say a word to her;-+-+-+-+;-+-+-+-+;They ne|ver say |a word |to her;tetrameter;iambic;6;She Dotes on What the Wild Birds Say(1915);Edward Thomas;
About her lover.;-+-+;-+-+-;About |her lover.;;iambic;7;She Dotes on What the Wild Birds Say(1915);Edward Thomas;dimeter
She laughs at them for childishness,;-+-+-+-+;-+-+-+-+;She laughs |at them |for child|ishness,;tetrameter;iambic;8;She Dotes on What the Wild Birds Say(1915);Edward Thomas;
She cries at them for carelessness;-+-+-+-+;-+-+-+-+;She cries |at them |for care|lessness;tetrameter;iambic;9;She Dotes on What the Wild Birds Say(1915);Edward Thomas;
Who see her going loverless;-+-+-+-+;-+-+-+-+;Who see |her go|ing lo|verless;tetrameter;iambic;10;She Dotes on What the Wild Birds Say(1915);Edward Thomas;
Yet sing and chatter;-+-+;-+-+-;Yet sing |and chatter;;iambic;11;She Dotes on What the Wild Birds Say(1915);Edward Thomas;dimeter
Just as when he was not a ghost,;-+-+-+-+;+-+--+-+|+--+-+-+;Just as |when he |was not |a ghost,;tetrameter;iambic;12;She Dotes on What the Wild Birds Say(1915);Edward Thomas;
Nor ever ask her what she has lost;-+-+-+-+;-+-+-+--+;Nor e|ver ask |her what |she has lost;tetrameter;iambic;13;She Dotes on What the Wild Birds Say(1915);Edward Thomas;
Or what is the matter.;-+-+;-+--+-;Or what |is the matter.;;iambic;14;She Dotes on What the Wild Birds Say(1915);Edward Thomas;dimeter
Yet she has fancied blackbirds hide;-+-+-+-+;-+-+-+-+;Yet she |has fan|cied black|birds hide;tetrameter;iambic;15;She Dotes on What the Wild Birds Say(1915);Edward Thomas;
A secret, and that thrushes chide;-+-+-+-+;-+-+-+-+;A se|cret, and |that thru|shes chide;tetrameter;iambic;16;She Dotes on What the Wild Birds Say(1915);Edward Thomas;
Because she thinks death can divide;-+-+-+-+;-+-++--+;Because |she thinks |death can |divide;tetrameter;iambic;17;She Dotes on What the Wild Birds Say(1915);Edward Thomas;
"Her from her lover;";-+-+;+--+-;"Her from |her lover;";;iambic;18;She Dotes on What the Wild Birds Say(1915);Edward Thomas;dimeter
And she has slept, trying to translate;-+-+-+-+;-+-++---+;And she |has slept, |trying |to translate;tetrameter;iambic;19;She Dotes on What the Wild Birds Say(1915);Edward Thomas;
The word the cuckoo cries to his mate;-+-+-+-+;-+-+-+--+;The word |the cuck|oo cries |to his mate;tetrameter;iambic;20;She Dotes on What the Wild Birds Say(1915);Edward Thomas;
Over and over.;-+-+;+--+-;Over |and over.;;iambic;21;She Dotes on What the Wild Birds Say(1915);Edward Thomas;dimeter
She dwelt among  the untrodden ways,;-+-+-+-+;-+-+--+-+;She dwelt |among | the untrod|den ways,;tetrameter;iambic;1;She Dwelt Among the Untrodden Ways(1800);William Wordsworth;
Beside the springs of Dove,;-+-+-+;-+-+-+;Beside |the springs |of Dove,;trimeter;iambic;2;She Dwelt Among the Untrodden Ways(1800);William Wordsworth;
A maid whom there were none to praise,;-+-+-+-+;-+-+-+-+;A maid |whom there |were none |to praise,;tetrameter;iambic;3;She Dwelt Among the Untrodden Ways(1800);William Wordsworth;
And very few to love.;-+-+-+;-+-+-+;And ver|y few |to love.;trimeter;iambic;4;She Dwelt Among the Untrodden Ways(1800);William Wordsworth;
A violet by  a mossy stone;-+-+-+-+;-+-+-+-+;A vio|let by | a moss|y stone;tetrameter;iambic;5;She Dwelt Among the Untrodden Ways(1800);William Wordsworth;
Half hidden from the eye!;-+-+-+;++-+-+;Half hid|den from |the eye!;trimeter;iambic;6;She Dwelt Among the Untrodden Ways(1800);William Wordsworth;
—Fair as  a star, when only one;-+-+-+-+;+--+-+-+;—Fair as | a star, |when on|ly one;tetrameter;iambic;7;She Dwelt Among the Untrodden Ways(1800);William Wordsworth;
Is shining in the sky.;-+-+-+;-+-+-+;Is shin|ing in |the sky.;trimeter;iambic;8;She Dwelt Among the Untrodden Ways(1800);William Wordsworth;
She lived unknown, and few could know;-+-+-+-+;-+-+-+-+;She lived |unknown, |and few |could know;tetrameter;iambic;9;She Dwelt Among the Untrodden Ways(1800);William Wordsworth;
"When Lucy ceased to be;";-+-+-+;-+-+-+;"When Lu|cy ceased |to be;";trimeter;iambic;10;She Dwelt Among the Untrodden Ways(1800);William Wordsworth;
But she  is in  her grave, and, oh,;-+-+-+-+;-+-+-+-+;But she | is in | her grave, |and, oh,;tetrameter;iambic;11;She Dwelt Among the Untrodden Ways(1800);William Wordsworth;
The difference to me!;-+-+-+;-+-+-+;The diff|erence |to me!;trimeter;iambic;12;She Dwelt Among the Untrodden Ways(1800);William Wordsworth;
"Since there's no help, come let us kiss and part;";-+-+-+-+-+;--+++--+-+|-+-++--+-+;"Since there's |no help, |come let |us kiss |and part;";pentameter;iambic;1;Since There’s No Help(1599);Michael Drayton;
Nay, I have done, you get no more of me,;-+-+-+-+-+;+--+-+-+-+|+--+--++-+;Nay, I |have done, |you get |no more |of me,;pentameter;iambic;2;Since There’s No Help(1599);Michael Drayton;
And I am glad, yea glad with all my heart;-+-+-+-+-+;-+-+++-+-+;And I |am glad, |yea glad |with all |my heart;pentameter;iambic;3;Since There’s No Help(1599);Michael Drayton;
"That thus so cleanly I myself can free;";-+-+-+-+-+;-+-+-+-+-+;"That thus |so clean|ly I |myself |can free;";pentameter;iambic;4;Since There’s No Help(1599);Michael Drayton;
Shake hands forever, cancel all our vows,;-+-+-+-+-+;++-+-+-+-+;Shake hands |forev|er, can|cel all |our vows,;pentameter;iambic;5;Since There’s No Help(1599);Michael Drayton;
And when we meet at any time again,;-+-+-+-+-+;-+-+-+-+-+;And when |we meet |at an|y time |again,;pentameter;iambic;6;Since There’s No Help(1599);Michael Drayton;
Be it not seen in either of our brows;-+-+-+-+-+;--++-+-+-+|+--+-+-+-+;Be it |not seen |in ei|ther of |our brows;pentameter;iambic;7;Since There’s No Help(1599);Michael Drayton;
That we one jot of former love retain.;-+-+-+-+-+;--++-+-+-+|-+++-+-+-+;That we |one jot |of for|mer love |retain.;pentameter;iambic;8;Since There’s No Help(1599);Michael Drayton;
Now at the last gasp of Love's latest breath;-+-+-+-+-+;+--++-++-+;Now at |the last |gasp of |Love's la|test breath;pentameter;iambic;9;Since There’s No Help(1599);Michael Drayton;
When, his pulse failing, Passion speechless lies,;-+-+-+-+-+;+-++-+-+-+;When, his |pulse fail|ing, Pas|sion speech|less lies,;pentameter;iambic;10;Since There’s No Help(1599);Michael Drayton;
When Faith is kneeling by his bed of death,;-+-+-+-+-+;-+-+-+-+-+;When Faith |is kneel|ing by |his bed |of death,;pentameter;iambic;11;Since There’s No Help(1599);Michael Drayton;
And Innocence is closing up his eyes,;-+-+-+-+-+;-+-+-+-+-+;And In|nocence |is clos|ing up |his eyes,;pentameter;iambic;12;Since There’s No Help(1599);Michael Drayton;
Now if thou wouldst, when all have given him over,;-+-+-+-+-+;+--+-+-+--+-;Now if |thou wouldst, |when all |have giv|en him over,;pentameter;iambic;13;Since There’s No Help(1599);Michael Drayton;
From death to life thou mightst him yet recover.;-+-+-+-+-+;-+-+-+-+-+-;From death |to life |thou mightst |him yet |recover.;pentameter;iambic;14;Since There’s No Help(1599);Michael Drayton;
"Slow, slow, fresh fount, keep time with my salt tears;";-+-+-+-+-+;++++++--++;"Slow, slow, |fresh fount, |keep time |with my |salt tears;";pentameter;iambic;1;Slow, Slow, Fresh Fount(1601);Ben Jonson;
Yet slower, yet, O faintly, gentle springs!;-+-+-+-+-+;-+-+++-+-+;Yet slow|er, yet, |O faint|ly, gen|tle springs!;pentameter;iambic;2;Slow, Slow, Fresh Fount(1601);Ben Jonson;
List to the heavy part the music bears,;-+-+-+-+-+;+--+-+-+-+;List to |the heav|y part |the mu|sic bears,;pentameter;iambic;3;Slow, Slow, Fresh Fount(1601);Ben Jonson;
Woe weeps out her division when she sings.;-+-+-+-+-+;+++--+-+-+|+++--+---+;Woe weeps |out her |divi|sion when |she sings.;pentameter;iambic;4;Slow, Slow, Fresh Fount(1601);Ben Jonson;
"Droop herbs and flowers;";-+-+;++-+-;"Droop herbs |and flowers;";;iambic;5;Slow, Slow, Fresh Fount(1601);Ben Jonson;dimeter
"Fall grief in showers;";-+-+;++-+-;"Fall grief |in showers;";;iambic;6;Slow, Slow, Fresh Fount(1601);Ben Jonson;dimeter
Our beauties are not ours. O, I could still,;-+-+-+-+-+;--+--++-+--+;Our beau|ties are |not o|urs. O, |I could still,;pentameter;iambic;7;Slow, Slow, Fresh Fount(1601);Ben Jonson;
Like melting snow upon some craggy hill,;-+-+-+-+-+;-+-+-+-+-+|-+-+--++-+;Like melt|ing snow |upon |some crag|gy hill,;pentameter;iambic;8;Slow, Slow, Fresh Fount(1601);Ben Jonson;
Drop, drop, drop, drop,;-+-+;++++;Drop, drop, |drop, drop,;;iambic;9;Slow, Slow, Fresh Fount(1601);Ben Jonson;dimeter
Since nature's pride is now a withered daffodil.;-+-+-+-+-+-+;-+-+-+-+-+-+;Since na|ture's pride |is now |a with|ered daf|fodil.;hexameter;iambic;10;Slow, Slow, Fresh Fount(1601);Ben Jonson;
 Out of the bosom of the Air, ;-+-+-+-+;+--+-+-+; Out of |the bos|om of |the Air, ;tetrameter;iambic;1;Snow-Flakes(1863);Henry Wadsworth Longfellow;
Out of the cloud-folds of her garments shaken,;-+-+-+-+-+-;+--++--+-+-|+--+-+-+-+-;Out of |the cloud|-folds of |her gar|ments shaken,;pentameter;iambic;2;Snow-Flakes(1863);Henry Wadsworth Longfellow;
Over the woodlands brown and bare,;-+-+-+-+;+--+-+-+;Over |the wood|lands brown |and bare,;tetrameter;iambic;3;Snow-Flakes(1863);Henry Wadsworth Longfellow;
Over the harvest-fields forsaken,;-+-+-+-+-;+--+-+-+-;Over |the har|vest-fields |forsaken,;tetrameter;iambic;4;Snow-Flakes(1863);Henry Wadsworth Longfellow;
Silent, and soft, and slow;-+-+-+;+--+-+;Silent, |and soft, |and slow;trimeter;iambic;5;Snow-Flakes(1863);Henry Wadsworth Longfellow;
Descends the snow.;-+-+;-+-+;Descends |the snow.;;iambic;6;Snow-Flakes(1863);Henry Wadsworth Longfellow;dimeter
Even as our cloudy fancies take ;-+-+-+-+;+---+-+-+;Even |as our cloud|y fan|cies take ;tetrameter;iambic;7;Snow-Flakes(1863);Henry Wadsworth Longfellow;
Suddenly shape in some divine expression,;-+-+-+-+-+-;+--+-+-+-+-;Sudden|ly shape |in some |divine |expression,;pentameter;iambic;8;Snow-Flakes(1863);Henry Wadsworth Longfellow;
Even as the troubled heart doth make;-+-+-+-+;+---+-+-+;Even |as the troub|led heart |doth make;tetrameter;iambic;9;Snow-Flakes(1863);Henry Wadsworth Longfellow;
In the white countenance confession,;-+-+-+-+-;--++-+-+-;In the |white count|enance |confession,;tetrameter;iambic;10;Snow-Flakes(1863);Henry Wadsworth Longfellow;
The troubled sky reveals;-+-+-+;-+-+-+;The troub|led sky |reveals;trimeter;iambic;11;Snow-Flakes(1863);Henry Wadsworth Longfellow;
The grief it feels.;-+-+;-+-+;The grief |it feels.;;iambic;12;Snow-Flakes(1863);Henry Wadsworth Longfellow;dimeter
This is the poem of the air, ;-+-+-+-+;+--+-+-+;This is |the po|em of |the air, ;tetrameter;iambic;13;Snow-Flakes(1863);Henry Wadsworth Longfellow;
"Slowly in silent syllables recorded;";-+-+-+-+-+-;+--+-+-+-+-;"Slowly |in si|lent syll|ables |recorded;";pentameter;iambic;14;Snow-Flakes(1863);Henry Wadsworth Longfellow;
This is the secret of despair,;-+-+-+-+;+--+-+-+;This is |the se|cret of |despair,;tetrameter;iambic;15;Snow-Flakes(1863);Henry Wadsworth Longfellow;
Long in its cloudy bosom hoarded,;-+-+-+-+-;+--+-+-+-;Long in |its cloud|y bos|om hoarded,;tetrameter;iambic;16;Snow-Flakes(1863);Henry Wadsworth Longfellow;
Now whispered and revealed;-+-+-+;++---+|-+-+-+;Now whis|pered and |revealed;trimeter;iambic;17;Snow-Flakes(1863);Henry Wadsworth Longfellow;
To wood and field.;-+-+;-+-+;To wood |and field.;;iambic;18;Snow-Flakes(1863);Henry Wadsworth Longfellow;dimeter
Go, lovely rose!;-+-+;++-+;Go, love|ly rose!;;iambic;1;Song: Go, Lovely Rose(1645);Edmund Waller;dimeter
Tell her that wastes her time and me;-+-+-+-+;++-+-+-+;Tell her |that wastes |her time |and me;tetrameter;iambic;2;Song: Go, Lovely Rose(1645);Edmund Waller;
That now she knows,;-+-+;-+-+;That now |she knows,;;iambic;3;Song: Go, Lovely Rose(1645);Edmund Waller;dimeter
When I resemble her to thee,;-+-+-+-+;-+-+-+-+;When I |resem|ble her |to thee,;tetrameter;iambic;4;Song: Go, Lovely Rose(1645);Edmund Waller;
How sweet and fair she seems to be.;-+-+-+-+;-+-+-+-+;How sweet |and fair |she seems |to be.;tetrameter;iambic;5;Song: Go, Lovely Rose(1645);Edmund Waller;
Tell her that's young;-+-+;++-+;Tell her |that's young;;iambic;6;Song: Go, Lovely Rose(1645);Edmund Waller;dimeter
And shuns to have her graces spied,;-+-+-+-+;-+-+-+-+;And shuns |to have |her grac|es spied,;tetrameter;iambic;7;Song: Go, Lovely Rose(1645);Edmund Waller;
That had'st thou sprung;-+-+;-+-+;That had'st |thou sprung;;iambic;8;Song: Go, Lovely Rose(1645);Edmund Waller;dimeter
In deserts, where no men abide,;-+-+-+-+;-+--++-+;In des|erts, where |no men |abide,;tetrameter;iambic;9;Song: Go, Lovely Rose(1645);Edmund Waller;
Thou must have uncommended died.;-+-+-+-+;-+-+-+-+;Thou must |have un|commend|ed died.;tetrameter;iambic;10;Song: Go, Lovely Rose(1645);Edmund Waller;
Small is the worth;-+-+;+--+;Small is |the worth;;iambic;11;Song: Go, Lovely Rose(1645);Edmund Waller;dimeter
"Of beauty from the light retired;";-+-+-+-+;-+-+-+-+-;"Of beau|ty from |the light |retired;";tetrameter;iambic;12;Song: Go, Lovely Rose(1645);Edmund Waller;
Bid her come forth,;-+-+;+--+|+-++;Bid her |come forth,;;iambic;13;Song: Go, Lovely Rose(1645);Edmund Waller;dimeter
Suffer herself to be desired,;-+-+-+-+;+--+-+-+-;Suffer |herself |to be |desired,;tetrameter;iambic;14;Song: Go, Lovely Rose(1645);Edmund Waller;
And not blush so to be admired.;-+-+-+-+;-+++-+-+-|--++-+-+-;And not |blush so |to be |admired.;tetrameter;iambic;15;Song: Go, Lovely Rose(1645);Edmund Waller;
Then die! that she;-+-+;++-+;Then die! |that she;;iambic;16;Song: Go, Lovely Rose(1645);Edmund Waller;dimeter
The common fate of all things rare;-+-+-+-+;-+-+-+++;The com|mon fate |of all |things rare;tetrameter;iambic;17;Song: Go, Lovely Rose(1645);Edmund Waller;
